/*Tiempo de exposicion:	0.24	0.3	0.42	0.6	0.9	1.2	1.5	1.8	2.1	2.4	3	4.2	6	9	12	15	18
/*Numero de Scans	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Scans Ignorados	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/*Modo de Adquiquisicion	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
/*Temperatura del detector	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
/*Red	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Posicion del Contador	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000
/*Archivo:	barridoP_0050.OMAIII	barridoP_0051.OMAIII	barridoP_0052.OMAIII	barridoP_0053.OMAIII	barridoP_0054.OMAIII	barridoP_0055.OMAIII	barridoP_0056.OMAIII	barridoP_0057.OMAIII	barridoP_0058.OMAIII	barridoP_0059.OMAIII	barridoP_0060.OMAIII	barridoP_0061.OMAIII	barridoP_0062.OMAIII	barridoP_0063.OMAIII	barridoP_0064.OMAIII	barridoP_0065.OMAIII	barridoP_0066.OMAIII
907	77.0	83.0	89.0	102.0	121.0	141.0	159.0	178.0	197.0	216.0	256.0	331.0	444.0	633.0	821.0	1006.0	1190.0
908	100.0	105.0	113.0	124.0	144.0	163.0	183.0	204.0	223.0	241.0	280.0	359.0	475.0	667.0	857.0	1046.0	1233.0
909	87.0	91.0	99.0	110.0	131.0	150.0	170.0	191.0	210.0	230.0	268.0	348.0	466.0	660.0	854.0	1044.0	1232.0
910	86.0	90.0	98.0	110.0	130.0	148.0	167.0	186.0	207.0	226.0	264.0	341.0	457.0	649.0	836.0	1023.0	1209.0
911	79.0	83.0	91.0	103.0	122.0	143.0	161.0	181.0	201.0	221.0	259.0	338.0	453.0	645.0	838.0	1028.0	1215.0
912	100.0	104.0	112.0	124.0	142.0	162.0	182.0	200.0	221.0	239.0	277.0	355.0	470.0	660.0	849.0	1035.0	1220.0
913	84.0	89.0	97.0	107.0	126.0	146.0	165.0	184.0	202.0	222.0	260.0	336.0	447.0	636.0	821.0	1004.0	1186.0
914	88.0	93.0	101.0	112.0	132.0	151.0	170.0	190.0	209.0	230.0	268.0	345.0	461.0	652.0	843.0	1030.0	1217.0
915	75.0	78.0	86.0	96.0	116.0	135.0	153.0	171.0	191.0	209.0	247.0	320.0	431.0	614.0	797.0	976.0	1155.0
916	101.0	105.0	112.0	125.0	146.0	165.0	184.0	204.0	225.0	243.0	283.0	363.0	481.0	675.0	870.0	1062.0	1251.0
917	86.0	90.0	98.0	110.0	130.0	150.0	170.0	190.0	210.0	231.0	270.0	351.0	470.0	666.0	862.0	1053.0	1247.0
918	85.0	91.0	98.0	110.0	129.0	150.0	168.0	189.0	207.0	228.0	267.0	346.0	464.0	657.0	850.0	1040.0	1228.0
919	76.0	81.0	88.0	99.0	118.0	138.0	157.0	176.0	195.0	213.0	252.0	329.0	442.0	630.0	817.0	1001.0	1184.0
920	99.0	104.0	112.0	125.0	145.0	167.0	187.0	208.0	229.0	251.0	292.0	375.0	500.0	703.0	907.0	1108.0	1309.0
921	86.0	90.0	97.0	108.0	128.0	147.0	165.0	184.0	203.0	222.0	261.0	335.0	447.0	633.0	817.0	1000.0	1181.0
922	86.0	90.0	98.0	110.0	130.0	150.0	170.0	188.0	209.0	228.0	270.0	347.0	466.0	660.0	853.0	1045.0	1233.0
923	78.0	81.0	89.0	100.0	118.0	139.0	158.0	176.0	195.0	214.0	252.0	327.0	440.0	627.0	811.0	994.0	1176.0
924	98.0	103.0	110.0	122.0	140.0	159.0	177.0	196.0	216.0	234.0	272.0	348.0	460.0	646.0	832.0	1012.0	1194.0
925	85.0	89.0	96.0	108.0	127.0	147.0	165.0	185.0	204.0	223.0	261.0	337.0	452.0	639.0	827.0	1013.0	1196.0
926	86.0	89.0	97.0	110.0	129.0	148.0	167.0	187.0	207.0	226.0	266.0	342.0	458.0	650.0	838.0	1023.0	1211.0
927	78.0	82.0	89.0	100.0	119.0	138.0	156.0	174.0	193.0	212.0	249.0	323.0	433.0	616.0	797.0	976.0	1155.0
928	98.0	103.0	112.0	123.0	143.0	163.0	184.0	203.0	224.0	244.0	283.0	363.0	482.0	679.0	873.0	1067.0	1260.0
929	91.0	96.0	103.0	114.0	135.0	155.0	174.0	195.0	215.0	234.0	272.0	353.0	472.0	666.0	860.0	1051.0	1241.0
930	82.0	87.0	94.0	106.0	125.0	143.0	164.0	182.0	201.0	221.0	258.0	336.0	449.0	637.0	824.0	1008.0	1191.0
931	72.0	75.0	84.0	96.0	114.0	135.0	156.0	175.0	194.0	213.0	252.0	329.0	446.0	637.0	829.0	1018.0	1205.0
932	104.0	108.0	117.0	130.0	152.0	173.0	195.0	217.0	238.0	261.0	305.0	391.0	519.0	733.0	944.0	1154.0	1361.0
933	88.0	92.0	100.0	111.0	131.0	150.0	168.0	188.0	207.0	228.0	266.0	343.0	457.0	647.0	835.0	1021.0	1204.0
934	87.0	93.0	100.0	111.0	131.0	151.0	170.0	191.0	211.0	230.0	270.0	350.0	468.0	663.0	857.0	1048.0	1239.0
935	78.0	82.0	89.0	100.0	119.0	139.0	157.0	177.0	195.0	214.0	250.0	327.0	438.0	623.0	807.0	990.0	1169.0
936	97.0	102.0	109.0	120.0	140.0	159.0	179.0	197.0	216.0	235.0	273.0	350.0	464.0	652.0	838.0	1023.0	1205.0
937	84.0	88.0	96.0	107.0	127.0	146.0	166.0	184.0	203.0	223.0	261.0	338.0	451.0	637.0	825.0	1009.0	1194.0
938	86.0	90.0	98.0	110.0	130.0	148.0	168.0	188.0	206.0	226.0	265.0	342.0	457.0	647.0	837.0	1022.0	1208.0
939	78.0	82.0	89.0	101.0	120.0	138.0	159.0	178.0	197.0	216.0	254.0	330.0	444.0	632.0	818.0	1003.0	1186.0
940	100.0	104.0	111.0	124.0	142.0	160.0	180.0	198.0	217.0	237.0	274.0	349.0	462.0	648.0	831.0	1012.0	1194.0
941	87.0	92.0	99.0	112.0	131.0	150.0	169.0	189.0	208.0	228.0	267.0	344.0	460.0	651.0	840.0	1027.0	1214.0
942	84.0	89.0	96.0	108.0	127.0	146.0	164.0	184.0	204.0	224.0	262.0	338.0	451.0	639.0	828.0	1013.0	1196.0
943	75.0	79.0	86.0	98.0	117.0	137.0	155.0	175.0	194.0	213.0	251.0	327.0	440.0	627.0	815.0	998.0	1181.0
944	98.0	104.0	110.0	121.0	142.0	160.0	179.0	198.0	217.0	237.0	276.0	352.0	466.0	654.0	841.0	1026.0	1209.0
945	91.0	95.0	102.0	114.0	134.0	153.0	174.0	192.0	212.0	230.0	271.0	348.0	465.0	657.0	848.0	1037.0	1224.0
946	81.0	86.0	94.0	106.0	127.0	146.0	165.0	186.0	205.0	225.0	265.0	344.0	463.0	659.0	853.0	1045.0	1234.0
947	79.0	83.0	91.0	102.0	122.0	141.0	160.0	180.0	199.0	218.0	256.0	332.0	447.0	635.0	822.0	1006.0	1188.0
948	97.0	102.0	110.0	122.0	140.0	160.0	179.0	198.0	218.0	238.0	274.0	352.0	466.0	656.0	846.0	1030.0	1213.0
949	85.0	90.0	98.0	111.0	130.0	150.0	170.0	191.0	212.0	232.0	271.0	353.0	474.0	673.0	871.0	1069.0	1262.0
950	83.0	88.0	94.0	106.0	126.0	145.0	164.0	183.0	201.0	221.0	259.0	336.0	451.0	638.0	826.0	1011.0	1193.0
951	80.0	84.0	91.0	104.0	124.0	143.0	165.0	184.0	204.0	224.0	265.0	344.0	464.0	660.0	856.0	1049.0	1240.0
952	111.0	118.0	131.0	152.0	188.0	222.0	256.0	292.0	326.0	361.0	430.0	569.0	776.0	1118.0	1456.0	1792.0	2121.0
953	86.0	90.0	98.0	109.0	128.0	147.0	165.0	184.0	203.0	221.0	258.0	333.0	445.0	629.0	811.0	992.0	1164.0
954	81.0	85.0	93.0	105.0	125.0	144.0	164.0	185.0	204.0	224.0	263.0	342.0	459.0	653.0	846.0	1036.0	1225.0
955	78.0	81.0	88.0	100.0	118.0	138.0	156.0	175.0	194.0	213.0	251.0	325.0	435.0	618.0	802.0	983.0	1161.0
956	99.0	102.0	110.0	122.0	142.0	161.0	181.0	201.0	220.0	240.0	279.0	358.0	474.0	667.0	858.0	1047.0	1237.0
957	86.0	91.0	97.0	108.0	128.0	148.0	167.0	187.0	206.0	225.0	264.0	341.0	455.0	646.0	832.0	1018.0	1202.0
958	86.0	91.0	99.0	110.0	130.0	150.0	170.0	190.0	210.0	230.0	269.0	349.0	466.0	662.0	854.0	1046.0	1235.0
959	80.0	83.0	91.0	102.0	122.0	141.0	160.0	177.0	197.0	215.0	254.0	329.0	442.0	627.0	811.0	994.0	1175.0
960	94.0	97.0	106.0	119.0	139.0	157.0	175.0	196.0	216.0	235.0	274.0	352.0	468.0	661.0	853.0	1040.0	1227.0
961	88.0	92.0	99.0	113.0	133.0	153.0	173.0	194.0	215.0	234.0	275.0	355.0	477.0	676.0	875.0	1071.0	1265.0
962	84.0	88.0	95.0	109.0	128.0	148.0	167.0	188.0	207.0	226.0	265.0	344.0	461.0	653.0	847.0	1035.0	1224.0
963	80.0	83.0	90.0	103.0	122.0	143.0	161.0	179.0	199.0	218.0	257.0	335.0	451.0	641.0	830.0	1018.0	1202.0
964	94.0	98.0	106.0	118.0	136.0	156.0	175.0	194.0	212.0	232.0	268.0	344.0	457.0	641.0	824.0	1006.0	1188.0
965	88.0	93.0	99.0	112.0	130.0	148.0	168.0	185.0	205.0	223.0	260.0	334.0	446.0	630.0	812.0	994.0	1173.0
966	82.0	86.0	94.0	106.0	125.0	144.0	164.0	184.0	202.0	221.0	260.0	336.0	452.0	641.0	830.0	1015.0	1199.0
967	78.0	83.0	91.0	101.0	122.0	140.0	160.0	178.0	198.0	217.0	255.0	330.0	445.0	632.0	818.0	1003.0	1187.0
968	94.0	98.0	105.0	117.0	137.0	156.0	174.0	193.0	212.0	231.0	268.0	345.0	459.0	643.0	829.0	1012.0	1193.0
969	87.0	91.0	98.0	110.0	129.0	148.0	169.0	187.0	206.0	226.0	263.0	340.0	455.0	643.0	830.0	1015.0	1195.0
970	81.0	85.0	93.0	104.0	123.0	142.0	161.0	180.0	200.0	218.0	256.0	333.0	446.0	632.0	820.0	1002.0	1184.0
971	80.0	83.0	91.0	102.0	122.0	140.0	158.0	178.0	197.0	216.0	254.0	330.0	443.0	629.0	816.0	999.0	1181.0
972	98.0	102.0	109.0	122.0	141.0	157.0	178.0	198.0	215.0	235.0	272.0	348.0	460.0	646.0	831.0	1013.0	1194.0
973	91.0	96.0	104.0	115.0	135.0	154.0	173.0	193.0	213.0	232.0	272.0	350.0	466.0	659.0	849.0	1039.0	1225.0
974	84.0	88.0	96.0	108.0	129.0	149.0	169.0	189.0	209.0	228.0	269.0	349.0	469.0	664.0	860.0	1053.0	1244.0
975	78.0	81.0	89.0	100.0	119.0	138.0	159.0	176.0	196.0	215.0	254.0	328.0	442.0	630.0	816.0	1001.0	1183.0
976	99.0	104.0	111.0	123.0	143.0	162.0	180.0	201.0	220.0	240.0	278.0	355.0	470.0	660.0	850.0	1037.0	1223.0
977	86.0	90.0	97.0	108.0	128.0	147.0	165.0	185.0	204.0	223.0	261.0	336.0	449.0	637.0	821.0	1004.0	1187.0
978	84.0	87.0	96.0	107.0	126.0	146.0	165.0	184.0	204.0	223.0	262.0	339.0	454.0	644.0	831.0	1018.0	1202.0
979	79.0	82.0	90.0	102.0	122.0	141.0	160.0	179.0	199.0	218.0	257.0	332.0	447.0	636.0	825.0	1010.0	1192.0
980	97.0	100.0	108.0	119.0	137.0	157.0	176.0	194.0	213.0	231.0	269.0	343.0	455.0	639.0	823.0	1003.0	1184.0
981	92.0	96.0	105.0	116.0	135.0	153.0	174.0	192.0	211.0	231.0	269.0	346.0	460.0	648.0	837.0	1022.0	1206.0
982	81.0	86.0	94.0	106.0	126.0	146.0	165.0	185.0	206.0	226.0	265.0	345.0	462.0	657.0	851.0	1041.0	1231.0
983	80.0	83.0	91.0	102.0	122.0	141.0	160.0	179.0	200.0	219.0	256.0	332.0	447.0	633.0	821.0	1005.0	1188.0
984	99.0	103.0	110.0	122.0	143.0	162.0	182.0	202.0	222.0	242.0	281.0	359.0	478.0	672.0	866.0	1057.0	1245.0
985	88.0	92.0	99.0	112.0	131.0	151.0	170.0	190.0	210.0	230.0	269.0	347.0	463.0	657.0	848.0	1037.0	1225.0
986	79.0	83.0	90.0	103.0	121.0	140.0	159.0	178.0	197.0	215.0	254.0	329.0	442.0	628.0	812.0	996.0	1177.0
987	81.0	86.0	94.0	105.0	125.0	143.0	161.0	181.0	200.0	218.0	258.0	333.0	445.0	632.0	817.0	1003.0	1182.0
988	97.0	102.0	110.0	121.0	140.0	160.0	179.0	198.0	218.0	237.0	276.0	352.0	467.0	656.0	843.0	1031.0	1213.0
989	89.0	93.0	100.0	111.0	131.0	149.0	169.0	186.0	206.0	226.0	264.0	339.0	453.0	639.0	823.0	1009.0	1190.0
990	84.0	87.0	95.0	107.0	126.0	145.0	166.0	185.0	205.0	225.0	262.0	341.0	457.0	648.0	838.0	1026.0	1214.0
991	82.0	85.0	93.0	106.0	125.0	146.0	166.0	186.0	204.0	224.0	265.0	344.0	462.0	656.0	851.0	1042.0	1231.0
992	95.0	99.0	106.0	118.0	138.0	155.0	174.0	193.0	212.0	230.0	270.0	343.0	456.0	640.0	823.0	1006.0	1186.0
993	86.0	91.0	99.0	111.0	129.0	148.0	166.0	185.0	204.0	224.0	261.0	336.0	449.0	635.0	820.0	1003.0	1184.0
994	83.0	87.0	95.0	107.0	128.0	147.0	168.0	188.0	208.0	229.0	268.0	348.0	468.0	666.0	862.0	1056.0	1247.0
995	82.0	85.0	93.0	105.0	124.0	143.0	161.0	180.0	200.0	218.0	258.0	332.0	444.0	632.0	817.0	999.0	1182.0
996	98.0	102.0	110.0	123.0	142.0	161.0	181.0	202.0	221.0	241.0	281.0	358.0	477.0	671.0	864.0	1053.0	1242.0
997	90.0	95.0	102.0	115.0	134.0	154.0	174.0	195.0	214.0	234.0	274.0	352.0	470.0	665.0	859.0	1047.0	1237.0
998	80.0	85.0	92.0	104.0	123.0	142.0	162.0	181.0	201.0	220.0	260.0	336.0	453.0	644.0	834.0	1022.0	1208.0
999	81.0	85.0	92.0	103.0	122.0	140.0	160.0	178.0	198.0	217.0	255.0	329.0	441.0	626.0	809.0	992.0	1172.0
1000	96.0	100.0	108.0	119.0	139.0	158.0	177.0	197.0	217.0	236.0	274.0	353.0	469.0	659.0	851.0	1039.0	1225.0
1001	89.0	94.0	101.0	112.0	132.0	151.0	171.0	190.0	209.0	228.0	267.0	345.0	460.0	651.0	840.0	1024.0	1209.0
1002	82.0	85.0	94.0	106.0	125.0	144.0	163.0	183.0	201.0	221.0	260.0	337.0	450.0	641.0	828.0	1014.0	1198.0
1003	83.0	87.0	95.0	107.0	127.0	147.0	168.0	189.0	209.0	229.0	270.0	350.0	472.0	671.0	867.0	1063.0	1257.0
1004	98.0	102.0	108.0	120.0	140.0	160.0	179.0	200.0	219.0	238.0	278.0	356.0	472.0	665.0	856.0	1043.0	1232.0
1005	88.0	92.0	100.0	112.0	130.0	151.0	170.0	189.0	208.0	228.0	266.0	343.0	457.0	647.0	837.0	1024.0	1208.0
1006	84.0	89.0	96.0	107.0	126.0	146.0	165.0	184.0	204.0	223.0	262.0	338.0	452.0	641.0	830.0	1016.0	1199.0
1007	81.0	84.0	91.0	104.0	124.0	142.0	162.0	181.0	200.0	220.0	258.0	336.0	450.0	640.0	828.0	1014.0	1198.0
1008	101.0	103.0	112.0	123.0	144.0	162.0	182.0	201.0	221.0	241.0	278.0	357.0	474.0	666.0	855.0	1045.0	1231.0
1009	89.0	93.0	101.0	113.0	133.0	152.0	171.0	192.0	213.0	230.0	272.0	349.0	465.0	659.0	851.0	1041.0	1229.0
1010	86.0	91.0	98.0	112.0	131.0	152.0	172.0	193.0	213.0	232.0	273.0	353.0	475.0	672.0	870.0	1066.0	1258.0
1011	79.0	83.0	90.0	104.0	123.0	145.0	165.0	185.0	205.0	225.0	266.0	347.0	467.0	666.0	862.0	1056.0	1248.0
1012	100.0	104.0	112.0	124.0	144.0	164.0	186.0	205.0	225.0	246.0	287.0	367.0	489.0	688.0	884.0	1079.0	1271.0
1013	90.0	94.0	103.0	113.0	135.0	153.0	173.0	192.0	212.0	231.0	271.0	349.0	465.0	659.0	849.0	1039.0	1226.0
1014	83.0	88.0	95.0	108.0	128.0	147.0	167.0	186.0	207.0	227.0	267.0	345.0	464.0	659.0	851.0	1043.0	1232.0
1015	80.0	83.0	91.0	103.0	122.0	142.0	160.0	180.0	199.0	217.0	257.0	334.0	449.0	637.0	826.0	1011.0	1195.0
1016	97.0	101.0	108.0	120.0	139.0	158.0	177.0	196.0	215.0	235.0	271.0	348.0	460.0	647.0	832.0	1016.0	1198.0
1017	91.0	95.0	104.0	116.0	136.0	155.0	175.0	195.0	216.0	236.0	275.0	356.0	475.0	672.0	868.0	1063.0	1254.0
1018	82.0	86.0	95.0	107.0	127.0	147.0	166.0	186.0	206.0	226.0	265.0	345.0	464.0	659.0	853.0	1045.0	1235.0
1019	79.0	82.0	90.0	101.0	121.0	140.0	159.0	178.0	198.0	216.0	255.0	332.0	445.0	635.0	820.0	1005.0	1189.0
1020	97.0	101.0	109.0	121.0	142.0	162.0	182.0	203.0	224.0	245.0	285.0	367.0	487.0	688.0	887.0	1085.0	1279.0
1021	91.0	95.0	102.0	114.0	133.0	151.0	171.0	190.0	209.0	229.0	267.0	344.0	457.0	646.0	833.0	1019.0	1201.0
1022	85.0	89.0	97.0	108.0	129.0	149.0	169.0	189.0	209.0	229.0	269.0	349.0	468.0	666.0	861.0	1054.0	1245.0
1023	83.0	86.0	94.0	107.0	125.0	144.0	164.0	183.0	202.0	222.0	260.0	336.0	450.0	638.0	826.0	1011.0	1196.0
1024	90.0	94.0	102.0	114.0	134.0	154.0	173.0	194.0	214.0	234.0	273.0	353.0	471.0	668.0	861.0	1053.0	1244.0
