/* Tiempo de exposicion:	12	9	9	6	6
/* Numero de Scans	1	1	1	1	1
/* Scans Ignorados	0	0	0	0	0
/* Modo de Adquiquisicion	1 	1 	1 	1 	1 
/* Temperatura del detector	0 	0 	0 	0 	0 
/*Red	1	1	1	1	1
/*Posicion del Contador	950	950	950	950	950
/*Archivo:	barridoP_0008.OMAIII	barridoP_0018.OMAIII	barridoP_0028.OMAIII	barridoP_0038.OMAIII	barridoP_0048.OMAIII
432	1112.0	904.0	1019.0	743.0	773.0
433	1065.0	866.0	982.0	687.0	759.0
434	1140.0	918.0	1038.0	716.0	793.0
435	1141.0	919.0	1044.0	725.0	794.0
436	1112.0	933.0	1044.0	744.0	808.0
437	1066.0	949.0	999.0	730.0	814.0
438	1007.0	952.0	935.0	687.0	777.0
439	1053.0	1007.0	952.0	706.0	767.0
440	1011.0	999.0	929.0	684.0	725.0
441	1005.0	1015.0	925.0	673.0	717.0
442	1038.0	1071.0	947.0	690.0	734.0
443	1051.0	1114.0	969.0	690.0	736.0
444	1078.0	1202.0	1008.0	720.0	776.0
445	1089.0	1292.0	1006.0	742.0	808.0
446	1008.0	1287.0	929.0	706.0	757.0
447	1076.0	1327.0	977.0	754.0	770.0
448	1044.0	1227.0	951.0	767.0	752.0
449	997.0	1082.0	915.0	767.0	718.0
450	1025.0	976.0	941.0	799.0	723.0
451	1020.0	862.0	934.0	819.0	729.0
452	1015.0	785.0	941.0	842.0	729.0
453	1047.0	758.0	969.0	892.0	750.0
454	1076.0	741.0	992.0	936.0	763.0
455	1073.0	718.0	996.0	977.0	758.0
456	1122.0	733.0	1047.0	1066.0	794.0
457	1157.0	740.0	1090.0	1130.0	821.0
458	1117.0	697.0	1071.0	1104.0	816.0
459	1136.0	702.0	1097.0	1030.0	844.0
460	1276.0	780.0	1216.0	990.0	933.0
461	1303.0	762.0	1258.0	860.0	949.0
462	1274.0	696.0	1251.0	698.0	941.0
463	1343.0	703.0	1335.0	618.0	992.0
464	1411.0	719.0	1433.0	585.0	1064.0
465	1497.0	769.0	1540.0	588.0	1171.0
466	1335.0	677.0	1436.0	521.0	1187.0
467	1246.0	665.0	1316.0	515.0	1207.0
468	1182.0	700.0	1216.0	541.0	1164.0
469	1048.0	672.0	1037.0	525.0	1029.0
470	1020.0	706.0	941.0	552.0	917.0
471	934.0	680.0	832.0	532.0	762.0
472	905.0	687.0	782.0	527.0	667.0
473	887.0	678.0	749.0	520.0	603.0
474	897.0	683.0	751.0	524.0	569.0
475	896.0	685.0	744.0	529.0	558.0
476	924.0	713.0	765.0	553.0	570.0
477	918.0	711.0	762.0	539.0	558.0
478	899.0	702.0	751.0	509.0	546.0
479	873.0	702.0	730.0	498.0	547.0
480	912.0	739.0	755.0	523.0	575.0
481	903.0	726.0	746.0	514.0	554.0
482	989.0	776.0	806.0	551.0	585.0
483	870.0	678.0	722.0	495.0	525.0
484	880.0	683.0	736.0	506.0	542.0
485	858.0	674.0	715.0	495.0	542.0
486	885.0	697.0	724.0	508.0	551.0
487	893.0	705.0	725.0	512.0	536.0
488	860.0	691.0	701.0	510.0	518.0
489	862.0	700.0	700.0	519.0	515.0
490	871.0	700.0	705.0	526.0	510.0
491	872.0	689.0	709.0	530.0	511.0
492	924.0	730.0	752.0	562.0	551.0
493	865.0	687.0	703.0	527.0	521.0
494	866.0	682.0	699.0	511.0	506.0
495	898.0	694.0	725.0	518.0	518.0
496	863.0	663.0	705.0	495.0	507.0
497	924.0	700.0	755.0	518.0	538.0
498	910.0	686.0	749.0	507.0	533.0
499	908.0	692.0	751.0	516.0	548.0
500	925.0	714.0	763.0	542.0	570.0
501	878.0	693.0	724.0	522.0	543.0
502	877.0	706.0	719.0	509.0	536.0
503	894.0	732.0	725.0	513.0	538.0
504	878.0	729.0	712.0	514.0	531.0
505	871.0	724.0	705.0	505.0	515.0
506	835.0	692.0	677.0	476.0	487.0
507	871.0	718.0	708.0	485.0	504.0
508	982.0	795.0	802.0	543.0	572.0
509	874.0	704.0	723.0	494.0	530.0
510	863.0	684.0	703.0	490.0	530.0
511	889.0	695.0	718.0	509.0	531.0
512	905.0	705.0	731.0	529.0	533.0
513	912.0	709.0	738.0	542.0	535.0
514	821.0	641.0	664.0	501.0	487.0
515	830.0	650.0	666.0	514.0	489.0
516	865.0	677.0	695.0	543.0	508.0
517	847.0	664.0	681.0	533.0	494.0
518	847.0	657.0	681.0	528.0	487.0
519	840.0	646.0	676.0	520.0	481.0
520	862.0	662.0	701.0	518.0	502.0
521	892.0	677.0	728.0	511.0	518.0
522	883.0	664.0	725.0	486.0	515.0
523	873.0	654.0	721.0	472.0	518.0
524	889.0	675.0	738.0	483.0	540.0
525	893.0	681.0	739.0	485.0	546.0
