/* Tiempo de exposicion:	3	2.4	1.8	1.8	1.2
/* Numero de Scans	1	1	1	1	1
/* Scans Ignorados	0	0	0	0	0
/* Modo de Adquiquisicion	1 	1 	1 	1 	1 
/* Temperatura del detector	0 	0 	0 	0 	0 
/*Red	1	1	1	1	1
/*Posicion del Contador	700	700	700	700	700
/*Archivo:	barridoP_0003.OMAIII	barridoP_0013.OMAIII	barridoP_0023.OMAIII	barridoP_0033.OMAIII	barridoP_0043.OMAIII
36	600.0	589.0	528.0	550.0	497.0
37	623.0	649.0	537.0	572.0	524.0
38	600.0	630.0	550.0	612.0	517.0
39	577.0	620.0	587.0	671.0	495.0
40	549.0	634.0	576.0	660.0	459.0
41	563.0	681.0	525.0	634.0	457.0
42	586.0	725.0	492.0	653.0	482.0
43	628.0	722.0	518.0	720.0	539.0
44	635.0	688.0	588.0	777.0	554.0
45	623.0	710.0	617.0	742.0	526.0
46	630.0	754.0	584.0	704.0	522.0
47	679.0	791.0	576.0	754.0	569.0
48	722.0	698.0	616.0	830.0	633.0
49	709.0	643.0	676.0	795.0	627.0
50	665.0	618.0	690.0	681.0	574.0
51	739.0	698.0	677.0	663.0	610.0
52	754.0	731.0	648.0	662.0	655.0
53	744.0	711.0	687.0	726.0	682.0
54	652.0	659.0	734.0	752.0	584.0
55	610.0	662.0	679.0	707.0	532.0
56	614.0	727.0	608.0	678.0	525.0
57	651.0	772.0	567.0	705.0	559.0
58	685.0	753.0	582.0	777.0	603.0
59	668.0	696.0	646.0	807.0	593.0
60	661.0	714.0	686.0	778.0	567.0
61	652.0	754.0	625.0	705.0	555.0
62	689.0	757.0	584.0	727.0	598.0
63	737.0	738.0	634.0	794.0	651.0
64	732.0	707.0	713.0	801.0	647.0
65	663.0	700.0	713.0	745.0	579.0
66	659.0	738.0	647.0	695.0	563.0
67	713.0	758.0	614.0	748.0	623.0
68	732.0	765.0	670.0	804.0	652.0
69	699.0	763.0	707.0	802.0	622.0
70	648.0	799.0	682.0	772.0	569.0
71	671.0	817.0	646.0	802.0	586.0
72	725.0	799.0	637.0	862.0	647.0
73	732.0	750.0	681.0	849.0	656.0
74	721.0	755.0	704.0	788.0	636.0
75	735.0	768.0	704.0	774.0	634.0
76	782.0	785.0	699.0	811.0	684.0
77	780.0	762.0	725.0	817.0	692.0
78	748.0	791.0	759.0	813.0	662.0
79	709.0	825.0	739.0	794.0	618.0
80	726.0	841.0	701.0	855.0	650.0
81	728.0	788.0	690.0	881.0	660.0
82	726.0	788.0	702.0	854.0	655.0
83	725.0	846.0	718.0	812.0	645.0
84	770.0	878.0	721.0	872.0	678.0
85	783.0	841.0	706.0	896.0	701.0
86	773.0	832.0	744.0	898.0	707.0
87	744.0	864.0	775.0	867.0	668.0
88	762.0	848.0	746.0	887.0	673.0
89	801.0	793.0	714.0	896.0	713.0
90	805.0	758.0	755.0	864.0	725.0
91	779.0	768.0	776.0	806.0	697.0
92	805.0	815.0	793.0	829.0	703.0
93	815.0	802.0	763.0	861.0	726.0
94	797.0	802.0	785.0	870.0	719.0
95	732.0	824.0	790.0	850.0	679.0
96	720.0	841.0	763.0	870.0	673.0
97	741.0	825.0	720.0	904.0	692.0
98	742.0	818.0	713.0	879.0	706.0
99	739.0	876.0	750.0	877.0	697.0
100	772.0	915.0	771.0	930.0	710.0
101	767.0	888.0	740.0	965.0	719.0
102	781.0	926.0	760.0	969.0	731.0
103	750.0	959.0	778.0	980.0	712.0
104	781.0	978.0	779.0	1057.0	737.0
105	813.0	1015.0	766.0	1087.0	776.0
106	806.0	1090.0	789.0	1089.0	787.0
107	814.0	1113.0	835.0	1194.0	792.0
108	842.0	1107.0	835.0	1280.0	838.0
109	865.0	1164.0	850.0	1260.0	883.0
110	847.0	1163.0	883.0	1288.0	883.0
111	905.0	1164.0	913.0	1357.0	941.0
112	981.0	1225.0	944.0	1349.0	1049.0
113	977.0	1188.0	1031.0	1376.0	1072.0
114	965.0	1068.0	1073.0	1400.0	1055.0
115	1008.0	1074.0	1051.0	1256.0	1116.0
116	1026.0	1072.0	1111.0	1200.0	1147.0
117	1035.0	1055.0	1157.0	1207.0	1135.0
118	1047.0	1062.0	1115.0	1127.0	1164.0
119	1005.0	1022.0	1149.0	1149.0	1108.0
120	1001.0	1078.0	1205.0	1187.0	1016.0
121	985.0	1084.0	1071.0	1122.0	997.0
122	938.0	1053.0	1009.0	1138.0	941.0
123	954.0	1105.0	1024.0	1149.0	929.0
124	968.0	1089.0	977.0	1169.0	954.0
125	946.0	1118.0	1017.0	1203.0	924.0
126	947.0	1100.0	985.0	1176.0	910.0
127	981.0	1138.0	961.0	1201.0	940.0
128	980.0	1135.0	1004.0	1208.0	935.0
129	1007.0	1150.0	996.0	1223.0	964.0
130	980.0	1135.0	1005.0	1204.0	938.0
131	1009.0	1182.0	1025.0	1237.0	961.0
132	1015.0	1193.0	1025.0	1248.0	969.0
133	1040.0	1218.0	1040.0	1285.0	988.0
134	1017.0	1213.0	1032.0	1275.0	967.0
135	1042.0	1257.0	1051.0	1311.0	992.0
136	1048.0	1287.0	1061.0	1345.0	997.0
137	1105.0	1358.0	1086.0	1394.0	1033.0
138	1086.0	1429.0	1078.0	1420.0	1023.0
139	1101.0	1537.0	1106.0	1496.0	1048.0
140	1130.0	1669.0	1131.0	1630.0	1078.0
141	1163.0	1776.0	1150.0	1761.0	1108.0
142	1231.0	1888.0	1195.0	1908.0	1147.0
143	1195.0	1891.0	1175.0	1949.0	1161.0
144	1309.0	1925.0	1238.0	2055.0	1264.0
145	1394.0	1805.0	1301.0	2103.0	1360.0
146	1478.0	1428.0	1385.0	2045.0	1450.0
147	1572.0	998.0	1504.0	1810.0	1545.0
148	1647.0	669.0	1615.0	1337.0	1619.0
149	1701.0	538.0	1691.0	862.0	1672.0
150	1700.0	493.0	1760.0	595.0	1681.0
151	1559.0	481.0	1792.0	505.0	1578.0
152	1241.0	500.0	1761.0	486.0	1266.0
153	870.0	496.0	1519.0	486.0	863.0
154	633.0	511.0	1114.0	494.0	561.0
155	510.0	492.0	715.0	476.0	437.0
156	486.0	522.0	524.0	477.0	400.0
157	497.0	573.0	460.0	488.0	387.0
158	480.0	603.0	422.0	504.0	373.0
159	495.0	666.0	437.0	562.0	379.0
160	497.0	758.0	441.0	607.0	383.0
161	504.0	858.0	435.0	660.0	381.0
162	523.0	961.0	424.0	741.0	384.0
163	581.0	858.0	441.0	839.0	422.0
164	647.0	580.0	487.0	923.0	469.0
165	708.0	505.0	533.0	668.0	501.0
166	794.0	477.0	562.0	488.0	549.0
167	900.0	478.0	615.0	450.0	618.0
168	1024.0	489.0	717.0	455.0	711.0
169	832.0	455.0	801.0	457.0	633.0
170	571.0	441.0	844.0	443.0	423.0
171	504.0	415.0	582.0	419.0	367.0
172	496.0	412.0	451.0	406.0	359.0
173	501.0	406.0	421.0	384.0	357.0
174	484.0	380.0	407.0	378.0	348.0
175	460.0	379.0	415.0	367.0	333.0
176	462.0	408.0	416.0	374.0	335.0
177	427.0	402.0	389.0	367.0	313.0
178	408.0	392.0	356.0	360.0	292.0
179	421.0	422.0	355.0	376.0	300.0
180	406.0	439.0	363.0	391.0	295.0
181	402.0	441.0	347.0	402.0	293.0
182	438.0	477.0	350.0	421.0	302.0
183	418.0	475.0	337.0	409.0	296.0
184	448.0	497.0	362.0	441.0	315.0
185	444.0	431.0	351.0	445.0	312.0
186	448.0	410.0	356.0	416.0	313.0
187	463.0	400.0	371.0	391.0	317.0
188	490.0	407.0	384.0	391.0	334.0
189	514.0	410.0	392.0	380.0	345.0
190	488.0	401.0	392.0	370.0	336.0
191	437.0	410.0	409.0	375.0	310.0
192	468.0	437.0	414.0	414.0	328.0
193	415.0	377.0	364.0	388.0	300.0
194	419.0	373.0	354.0	363.0	296.0
195	438.0	394.0	358.0	356.0	306.0
196	439.0	404.0	362.0	359.0	316.0
197	433.0	414.0	356.0	360.0	313.0
198	423.0	419.0	362.0	372.0	297.0
199	435.0	453.0	382.0	409.0	292.0
200	407.0	437.0	348.0	400.0	283.0
201	417.0	422.0	333.0	404.0	286.0
202	426.0	393.0	328.0	390.0	287.0
203	433.0	349.0	335.0	369.0	299.0
204	458.0	352.0	366.0	356.0	322.0
205	472.0	357.0	381.0	325.0	323.0
206	452.0	339.0	367.0	305.0	312.0
207	434.0	337.0	372.0	302.0	298.0
208	421.0	351.0	376.0	319.0	292.0
209	376.0	355.0	353.0	313.0	258.0
210	358.0	357.0	317.0	313.0	238.0
211	368.0	376.0	295.0	332.0	244.0
212	376.0	387.0	298.0	346.0	254.0
213	380.0	393.0	300.0	353.0	253.0
214	354.0	373.0	285.0	335.0	240.0
215	376.0	387.0	292.0	344.0	253.0
216	387.0	388.0	300.0	348.0	265.0
217	410.0	374.0	317.0	357.0	278.0
218	400.0	318.0	312.0	336.0	264.0
219	493.0	360.0	373.0	360.0	301.0
220	422.0	291.0	334.0	286.0	277.0
221	436.0	298.0	340.0	273.0	279.0
222	409.0	278.0	325.0	252.0	264.0
223	382.0	276.0	326.0	251.0	251.0
224	344.0	285.0	326.0	259.0	234.0
225	327.0	292.0	300.0	262.0	221.0
226	312.0	284.0	262.0	256.0	206.0
227	331.0	299.0	258.0	264.0	215.0
228	311.0	288.0	249.0	253.0	212.0
229	319.0	295.0	251.0	257.0	209.0
230	312.0	286.0	240.0	253.0	199.0
231	309.0	291.0	239.0	254.0	198.0
232	320.0	305.0	252.0	272.0	207.0
233	321.0	302.0	250.0	277.0	206.0
234	303.0	280.0	232.0	260.0	196.0
235	315.0	290.0	241.0	263.0	205.0
236	319.0	293.0	249.0	264.0	214.0
237	325.0	292.0	251.0	262.0	217.0
238	333.0	297.0	256.0	261.0	217.0
239	324.0	292.0	256.0	259.0	212.0
240	323.0	292.0	261.0	267.0	216.0
241	320.0	288.0	253.0	259.0	209.0
242	313.0	283.0	241.0	248.0	197.0
243	318.0	290.0	245.0	256.0	201.0
244	334.0	306.0	261.0	277.0	217.0
245	321.0	291.0	253.0	270.0	212.0
246	313.0	280.0	245.0	258.0	199.0
247	306.0	272.0	240.0	249.0	199.0
248	326.0	283.0	253.0	258.0	217.0
249	323.0	276.0	251.0	250.0	217.0
250	312.0	263.0	246.0	234.0	205.0
251	317.0	272.0	255.0	240.0	207.0
252	323.0	284.0	259.0	247.0	211.0
253	312.0	278.0	248.0	246.0	201.0
254	317.0	286.0	245.0	250.0	195.0
255	301.0	275.0	235.0	247.0	188.0
256	324.0	294.0	251.0	265.0	204.0
257	295.0	265.0	226.0	243.0	191.0
258	299.0	262.0	225.0	236.0	189.0
259	304.0	264.0	231.0	234.0	196.0
260	307.0	271.0	239.0	235.0	203.0
261	314.0	280.0	244.0	239.0	204.0
262	314.0	285.0	242.0	242.0	196.0
263	298.0	280.0	233.0	240.0	187.0
264	316.0	301.0	247.0	263.0	198.0
265	305.0	290.0	233.0	257.0	189.0
266	292.0	274.0	219.0	246.0	180.0
267	320.0	287.0	234.0	264.0	197.0
268	327.0	284.0	247.0	264.0	209.0
269	329.0	281.0	246.0	250.0	210.0
270	316.0	272.0	238.0	231.0	199.0
271	313.0	275.0	242.0	233.0	200.0
272	327.0	293.0	257.0	252.0	213.0
273	303.0	284.0	243.0	244.0	198.0
274	347.0	330.0	266.0	274.0	203.0
275	303.0	298.0	231.0	253.0	185.0
276	316.0	309.0	235.0	269.0	195.0
277	304.0	301.0	227.0	263.0	190.0
278	328.0	314.0	239.0	275.0	198.0
279	315.0	288.0	232.0	266.0	194.0
280	341.0	303.0	253.0	275.0	215.0
281	339.0	292.0	255.0	261.0	217.0
282	334.0	279.0	251.0	247.0	208.0
283	335.0	281.0	253.0	243.0	211.0
284	342.0	295.0	266.0	250.0	220.0
285	332.0	297.0	269.0	256.0	209.0
286	310.0	285.0	245.0	246.0	191.0
287	324.0	303.0	248.0	260.0	195.0
288	320.0	305.0	249.0	269.0	199.0
289	318.0	293.0	241.0	269.0	198.0
290	321.0	290.0	235.0	258.0	197.0
291	333.0	296.0	249.0	261.0	206.0
292	331.0	290.0	252.0	259.0	214.0
293	330.0	286.0	250.0	248.0	211.0
294	315.0	277.0	244.0	238.0	202.0
295	323.0	287.0	255.0	246.0	201.0
296	333.0	300.0	259.0	260.0	209.0
297	322.0	298.0	248.0	255.0	200.0
298	313.0	294.0	240.0	252.0	188.0
299	313.0	291.0	236.0	259.0	190.0
300	330.0	308.0	250.0	275.0	207.0
301	327.0	302.0	247.0	267.0	206.0
302	309.0	279.0	234.0	247.0	191.0
303	325.0	285.0	242.0	252.0	201.0
304	340.0	296.0	259.0	263.0	219.0
305	335.0	289.0	260.0	255.0	213.0
306	328.0	281.0	250.0	242.0	201.0
307	335.0	281.0	256.0	252.0	204.0
308	346.0	295.0	267.0	260.0	213.0
309	324.0	282.0	250.0	244.0	200.0
310	311.0	272.0	237.0	237.0	186.0
311	314.0	274.0	238.0	243.0	189.0
312	339.0	300.0	256.0	261.0	209.0
313	326.0	295.0	254.0	256.0	201.0
314	303.0	273.0	231.0	237.0	188.0
315	315.0	285.0	235.0	242.0	197.0
316	334.0	302.0	253.0	259.0	206.0
317	330.0	299.0	251.0	260.0	201.0
318	315.0	283.0	235.0	245.0	189.0
319	323.0	294.0	238.0	248.0	191.0
320	321.0	294.0	244.0	257.0	197.0
321	321.0	288.0	242.0	259.0	200.0
322	325.0	289.0	240.0	250.0	195.0
323	313.0	284.0	237.0	244.0	191.0
324	340.0	309.0	256.0	266.0	209.0
325	327.0	303.0	245.0	255.0	205.0
326	324.0	300.0	242.0	254.0	197.0
327	325.0	302.0	249.0	264.0	195.0
328	333.0	314.0	256.0	274.0	208.0
329	377.0	355.0	277.0	295.0	222.0
330	325.0	329.0	240.0	268.0	196.0
331	329.0	332.0	240.0	282.0	201.0
332	358.0	336.0	268.0	322.0	222.0
333	340.0	315.0	262.0	299.0	212.0
334	340.0	312.0	256.0	272.0	209.0
335	340.0	299.0	247.0	262.0	213.0
336	365.0	304.0	266.0	275.0	240.0
337	370.0	292.0	280.0	270.0	245.0
338	349.0	276.0	289.0	255.0	218.0
339	319.0	260.0	265.0	226.0	198.0
340	341.0	295.0	265.0	240.0	215.0
341	354.0	347.0	270.0	255.0	219.0
342	319.0	374.0	250.0	258.0	195.0
343	312.0	447.0	253.0	308.0	190.0
344	314.0	547.0	254.0	368.0	194.0
345	321.0	692.0	242.0	435.0	196.0
346	328.0	828.0	229.0	529.0	196.0
347	364.0	742.0	230.0	668.0	218.0
348	431.0	455.0	266.0	775.0	265.0
349	497.0	337.0	304.0	541.0	304.0
350	587.0	301.0	343.0	330.0	357.0
351	749.0	297.0	410.0	271.0	463.0
352	900.0	294.0	522.0	271.0	585.0
353	783.0	282.0	665.0	268.0	555.0
354	468.0	253.0	731.0	234.0	315.0
355	356.0	247.0	496.0	215.0	223.0
356	351.0	266.0	329.0	228.0	218.0
357	337.0	264.0	269.0	222.0	207.0
358	314.0	262.0	247.0	215.0	187.0
359	292.0	268.0	240.0	219.0	176.0
360	303.0	287.0	245.0	247.0	187.0
361	285.0	260.0	219.0	242.0	175.0
362	297.0	258.0	215.0	235.0	171.0
363	288.0	244.0	208.0	220.0	172.0
364	317.0	262.0	227.0	231.0	193.0
365	313.0	253.0	223.0	219.0	192.0
366	297.0	244.0	222.0	209.0	184.0
367	290.0	254.0	231.0	211.0	177.0
368	292.0	271.0	233.0	225.0	185.0
369	288.0	281.0	223.0	231.0	181.0
370	290.0	294.0	214.0	234.0	170.0
371	274.0	298.0	202.0	237.0	165.0
372	305.0	327.0	225.0	274.0	186.0
373	296.0	305.0	215.0	272.0	176.0
374	311.0	280.0	218.0	270.0	180.0
375	316.0	257.0	220.0	253.0	186.0
376	336.0	256.0	235.0	234.0	206.0
377	355.0	253.0	244.0	224.0	215.0
378	338.0	236.0	244.0	204.0	204.0
379	334.0	240.0	261.0	206.0	203.0
380	311.0	250.0	266.0	215.0	196.0
381	306.0	261.0	258.0	222.0	185.0
382	303.0	262.0	232.0	222.0	176.0
383	289.0	253.0	216.0	216.0	169.0
384	312.0	272.0	232.0	238.0	185.0
385	297.0	257.0	219.0	225.0	178.0
386	277.0	235.0	202.0	203.0	163.0
387	279.0	235.0	201.0	202.0	166.0
388	288.0	246.0	215.0	212.0	179.0
389	282.0	241.0	211.0	208.0	173.0
390	294.0	251.0	217.0	212.0	170.0
391	313.0	270.0	228.0	226.0	178.0
392	284.0	251.0	214.0	214.0	172.0
393	280.0	247.0	207.0	212.0	168.0
394	263.0	231.0	193.0	199.0	157.0
395	280.0	241.0	203.0	207.0	164.0
396	285.0	248.0	211.0	215.0	173.0
397	268.0	233.0	198.0	201.0	162.0
398	264.0	228.0	193.0	194.0	158.0
399	283.0	244.0	207.0	206.0	165.0
400	290.0	251.0	216.0	217.0	175.0
401	287.0	249.0	212.0	215.0	172.0
402	265.0	230.0	194.0	195.0	155.0
403	278.0	240.0	200.0	204.0	160.0
404	284.0	249.0	210.0	214.0	172.0
405	275.0	243.0	204.0	209.0	165.0
406	261.0	229.0	193.0	195.0	154.0
407	275.0	241.0	200.0	205.0	161.0
408	307.0	269.0	224.0	229.0	183.0
409	281.0	245.0	205.0	211.0	168.0
410	281.0	243.0	203.0	208.0	163.0
411	276.0	238.0	202.0	205.0	161.0
412	286.0	251.0	214.0	217.0	174.0
413	287.0	249.0	211.0	214.0	173.0
414	274.0	237.0	198.0	201.0	161.0
415	284.0	245.0	207.0	209.0	168.0
416	320.0	277.0	235.0	234.0	189.0
417	326.0	282.0	236.0	237.0	186.0
418	274.0	239.0	199.0	202.0	159.0
419	267.0	234.0	194.0	199.0	156.0
420	289.0	254.0	214.0	220.0	176.0
421	322.0	279.0	233.0	237.0	184.0
422	270.0	235.0	197.0	200.0	157.0
423	275.0	240.0	199.0	203.0	160.0
424	288.0	254.0	212.0	217.0	175.0
425	295.0	261.0	217.0	221.0	177.0
426	269.0	239.0	195.0	201.0	159.0
427	274.0	245.0	201.0	208.0	161.0
428	284.0	257.0	210.0	221.0	173.0
429	275.0	252.0	206.0	215.0	167.0
430	272.0	249.0	196.0	209.0	159.0
431	290.0	263.0	209.0	224.0	168.0
432	300.0	266.0	220.0	236.0	184.0
433	282.0	247.0	209.0	221.0	174.0
434	290.0	252.0	211.0	217.0	172.0
435	290.0	247.0	209.0	213.0	170.0
436	302.0	257.0	221.0	223.0	185.0
437	299.0	253.0	221.0	219.0	183.0
438	276.0	238.0	210.0	205.0	166.0
439	286.0	251.0	214.0	213.0	169.0
440	286.0	256.0	217.0	221.0	179.0
441	276.0	247.0	206.0	214.0	170.0
442	277.0	247.0	205.0	214.0	166.0
443	274.0	247.0	203.0	212.0	163.0
444	294.0	265.0	220.0	233.0	182.0
445	299.0	270.0	220.0	232.0	183.0
446	274.0	261.0	200.0	210.0	167.0
447	293.0	297.0	214.0	228.0	175.0
448	296.0	331.0	222.0	252.0	184.0
449	282.0	363.0	212.0	262.0	178.0
450	278.0	431.0	207.0	289.0	168.0
451	284.0	465.0	208.0	346.0	169.0
452	305.0	358.0	216.0	420.0	188.0
453	333.0	286.0	224.0	395.0	203.0
454	357.0	254.0	231.0	271.0	214.0
455	399.0	243.0	250.0	226.0	244.0
456	489.0	259.0	296.0	228.0	309.0
457	515.0	260.0	345.0	224.0	341.0
458	374.0	239.0	385.0	204.0	252.0
459	303.0	244.0	363.0	208.0	189.0
460	318.0	280.0	286.0	244.0	195.0
461	304.0	273.0	243.0	241.0	186.0
462	273.0	243.0	205.0	216.0	165.0
463	278.0	243.0	204.0	213.0	167.0
464	296.0	259.0	221.0	228.0	188.0
465	309.0	269.0	226.0	230.0	192.0
466	275.0	243.0	207.0	207.0	175.0
467	274.0	243.0	208.0	209.0	171.0
468	294.0	267.0	227.0	232.0	185.0
469	279.0	262.0	214.0	223.0	174.0
470	287.0	273.0	212.0	228.0	172.0
471	278.0	274.0	204.0	230.0	169.0
472	292.0	296.0	218.0	250.0	185.0
473	289.0	298.0	217.0	254.0	183.0
474	287.0	274.0	213.0	256.0	177.0
475	296.0	263.0	214.0	251.0	182.0
476	319.0	274.0	233.0	251.0	205.0
477	322.0	265.0	236.0	240.0	205.0
478	321.0	253.0	229.0	224.0	198.0
479	323.0	256.0	236.0	220.0	203.0
480	324.0	280.0	263.0	241.0	210.0
481	307.0	274.0	253.0	242.0	195.0
482	314.0	279.0	240.0	248.0	189.0
483	282.0	260.0	219.0	231.0	176.0
484	296.0	277.0	228.0	240.0	189.0
485	293.0	284.0	219.0	236.0	189.0
486	300.0	305.0	221.0	242.0	190.0
487	301.0	321.0	226.0	258.0	190.0
488	302.0	341.0	236.0	285.0	195.0
489	302.0	399.0	230.0	295.0	190.0
490	302.0	604.0	221.0	325.0	183.0
491	315.0	956.0	223.0	448.0	192.0
492	359.0	1429.0	248.0	781.0	224.0
493	357.0	2135.0	253.0	1185.0	231.0
494	357.0	3331.0	259.0	1737.0	233.0
495	423.0	3998.0	274.0	2757.0	290.0
496	628.0	2207.0	310.0	4039.0	461.0
497	961.0	989.0	411.0	3703.0	752.0
498	1362.0	504.0	667.0	1531.0	1099.0
499	2035.0	345.0	1018.0	754.0	1668.0
500	3182.0	315.0	1523.0	414.0	2720.0
501	3732.0	289.0	2386.0	303.0	3560.0
502	1994.0	280.0	3562.0	266.0	2218.0
503	944.0	288.0	3349.0	260.0	921.0
504	523.0	293.0	1422.0	271.0	461.0
505	371.0	281.0	697.0	262.0	278.0
506	313.0	263.0	358.0	239.0	215.0
507	309.0	278.0	275.0	243.0	204.0
508	344.0	318.0	275.0	273.0	221.0
509	317.0	297.0	247.0	265.0	211.0
510	303.0	277.0	237.0	264.0	197.0
511	308.0	274.0	240.0	264.0	195.0
512	323.0	282.0	250.0	264.0	208.0
513	327.0	280.0	246.0	253.0	213.0
514	302.0	254.0	226.0	225.0	202.0
515	305.0	262.0	235.0	226.0	207.0
516	318.0	288.0	260.0	248.0	215.0
517	305.0	292.0	255.0	252.0	204.0
518	290.0	280.0	232.0	251.0	184.0
519	284.0	269.0	221.0	255.0	179.0
520	302.0	283.0	232.0	266.0	198.0
521	308.0	288.0	233.0	257.0	202.0
522	303.0	285.0	224.0	245.0	197.0
523	305.0	286.0	229.0	248.0	204.0
524	318.0	292.0	249.0	271.0	219.0
525	313.0	288.0	257.0	273.0	212.0
526	308.0	284.0	245.0	255.0	196.0
527	319.0	294.0	240.0	258.0	203.0
528	318.0	285.0	243.0	266.0	216.0
529	335.0	289.0	255.0	273.0	224.0
530	315.0	275.0	250.0	250.0	209.0
531	315.0	276.0	254.0	250.0	204.0
532	338.0	290.0	264.0	265.0	224.0
533	331.0	285.0	254.0	254.0	223.0
534	316.0	283.0	250.0	242.0	208.0
535	305.0	289.0	246.0	242.0	197.0
536	322.0	320.0	256.0	273.0	215.0
537	306.0	309.0	243.0	279.0	203.0
538	300.0	290.0	235.0	279.0	192.0
539	296.0	269.0	228.0	266.0	190.0
540	333.0	293.0	248.0	272.0	217.0
541	335.0	289.0	246.0	254.0	222.0
542	327.0	280.0	242.0	239.0	220.0
543	321.0	283.0	251.0	244.0	218.0
544	327.0	308.0	274.0	270.0	223.0
545	310.0	308.0	265.0	278.0	206.0
546	299.0	291.0	240.0	278.0	190.0
547	294.0	280.0	226.0	270.0	192.0
548	326.0	305.0	246.0	279.0	219.0
549	330.0	300.0	251.0	274.0	225.0
550	313.0	274.0	238.0	257.0	215.0
551	335.0	288.0	260.0	266.0	229.0
552	327.0	292.0	273.0	264.0	228.0
553	327.0	302.0	270.0	264.0	220.0
554	305.0	283.0	243.0	253.0	206.0
555	309.0	278.0	246.0	268.0	208.0
556	329.0	288.0	264.0	280.0	220.0
557	321.0	278.0	258.0	261.0	215.0
558	311.0	269.0	241.0	240.0	204.0
559	312.0	272.0	237.0	235.0	213.0
560	336.0	300.0	261.0	257.0	232.0
561	312.0	300.0	261.0	258.0	216.0
562	295.0	296.0	246.0	260.0	194.0
563	287.0	282.0	233.0	273.0	187.0
564	313.0	293.0	245.0	293.0	207.0
565	301.0	276.0	229.0	259.0	203.0
566	310.0	276.0	230.0	248.0	206.0
567	314.0	273.0	235.0	247.0	216.0
568	337.0	291.0	264.0	266.0	240.0
569	332.0	300.0	275.0	266.0	230.0
570	300.0	294.0	257.0	250.0	200.0
571	301.0	298.0	242.0	263.0	199.0
572	309.0	293.0	244.0	287.0	211.0
573	320.0	291.0	251.0	286.0	213.0
574	304.0	272.0	239.0	255.0	201.0
575	314.0	281.0	239.0	249.0	206.0
576	343.0	309.0	259.0	270.0	239.0
577	328.0	304.0	257.0	266.0	235.0
578	317.0	314.0	266.0	271.0	216.0
579	303.0	316.0	257.0	281.0	203.0
580	320.0	323.0	260.0	312.0	216.0
581	308.0	302.0	242.0	299.0	209.0
582	310.0	289.0	234.0	276.0	209.0
583	343.0	303.0	256.0	288.0	228.0
584	343.0	297.0	265.0	278.0	244.0
585	346.0	303.0	272.0	269.0	250.0
586	326.0	310.0	275.0	262.0	231.0
587	323.0	320.0	275.0	280.0	224.0
588	325.0	317.0	272.0	310.0	231.0
589	328.0	313.0	274.0	316.0	226.0
590	303.0	290.0	246.0	275.0	208.0
591	323.0	307.0	250.0	273.0	218.0
592	344.0	317.0	263.0	289.0	247.0
593	340.0	318.0	264.0	284.0	252.0
594	333.0	363.0	278.0	284.0	237.0
595	326.0	432.0	283.0	312.0	223.0
596	328.0	497.0	273.0	378.0	227.0
597	336.0	586.0	263.0	442.0	233.0
598	322.0	737.0	255.0	486.0	223.0
599	348.0	731.0	269.0	611.0	236.0
600	403.0	494.0	288.0	766.0	286.0
601	449.0	377.0	292.0	586.0	324.0
602	506.0	339.0	337.0	388.0	363.0
603	611.0	345.0	407.0	341.0	419.0
604	769.0	332.0	462.0	332.0	541.0
