%Comentarios:
%Largo de la muestra: 13.0
%Ancho de la muestra: 5.0
%Espesor de la muestra: 0.5
%Dispositivos y canales utilizados: 
%	 Temperatura de la superior: USB TEMP AI
%		Canal: 1
%	 Temperatura de la muestra: AG_34410A
%		 Canal: USB0::2391::1560::my50279055::0
%	 Temperatura inferior: USB TEMP AI
%		 Canal: 2
%	 Extensometro: USB TEMP AI
%		 Canal: 3
%	 Celda de carga: USB TEMP AI
%		 Canal: 1
%
% Datos por segundo: 1
%
%Tiempo 	 Temperarura inferior 	 Temperatura de la muestra 	 Temperatura superior 	 Extensometro 	 Celda de carga 
%
55.7709999084	22.0678215027	19.8601872839	20.6856117249	-0.257870841026	17.6215314865
56.9419999123	21.9234714508	19.7858147276	20.7013626099	-0.257943916321	17.7132284641
58.125	21.7939147949	19.8353970751	20.7152462006	-0.257785248756	17.5562357903
59.2950000763	22.065952301	19.8106062231	20.7189464569	-0.257766008377	17.5587356091
60.4630000591	22.0983276367	19.8601872839	20.7504310608	-0.257908058167	17.7201390266
61.6340000629	21.705039978	19.8353970751	20.7606182098	-0.25770213604	17.5822305679
62.8150000572	21.8198013306	19.8106062231	20.7430210114	-0.25787935257	17.690448761
64.0090000629	22.1704807281	19.8353970751	20.7652435303	-0.25782892704	17.6680254936
65.1819999218	22.1362476349	19.8106062231	20.7531986237	-0.25791053772	17.6046872139
66.3580000401	21.7836990356	19.8353970751	20.7393054962	-0.257995557785	17.6301193237
67.5299999714	22.0122776031	19.8353970751	20.7198600769	-0.257952570915	17.6727175713
68.7230000496	22.0622329712	19.8106062231	20.7300395966	-0.257841444016	17.6291775703
69.8949999809	22.1103382111	19.8106062231	20.7355976105	-0.257963967323	17.6332724094
71.0690000057	21.7642555237	19.8106062231	20.7744903564	-0.257853102684	17.6575148106
72.243999958	21.751291275	19.8353970751	20.7568893433	-0.257841992378	17.6074492931
73.4140000343	22.1195793152	19.8106062231	20.7605934143	-0.257933473587	17.6256811619
74.5829999447	22.1020011902	19.8601872839	20.7531814575	-0.257843899727	17.6616716385
75.7660000324	22.1084728241	19.8353970751	20.7809715271	-0.257914090157	17.6190376282
76.9589998722	22.0307540894	19.8353970751	20.7754154205	-0.257930850983	17.6235032082
78.1319999695	22.1131038666	19.8353970751	20.8189506531	-0.257851862907	17.6563680172
79.2999999523	22.0427837372	19.8849768496	20.8096847534	-0.257903528214	17.6222467422
80.4819998741	22.0057830811	19.8849768496	20.8050613403	-0.257872343063	17.6484262943
81.6540000439	22.1584453583	19.8849768496	20.8189563751	-0.257848310471	17.653028965
82.8229999542	22.3101673126	19.8849768496	20.8291473389	-0.257872486115	17.6338970661
84.003000021	21.9780330658	19.959341692	20.8087768555	-0.257840871811	17.6454246044
85.1740000248	21.9132614136	19.9097657727	20.8430557251	-0.257817268372	17.6443660259
86.3459999561	22.3675289154	19.9097657727	20.9208469391	-0.257832503319	17.6424562931
87.5249998569	22.595041275	19.9841286888	21.0217876434	-0.257810664177	17.6378750801
88.6940000057	22.6532993317	20.0337007583	21.134759903	-0.257810664177	17.6400661469
89.8589999676	22.6986103058	20.0584858315	21.1690235138	-0.257779216766	17.6406908035
91.0190000534	22.8095722198	20.1328372085	21.2458744049	-0.257777428627	17.6426076889
92.1919999123	23.0407085419	20.1824015941	21.3292064667	-0.257747340202	17.6437485218
93.375	23.1987743378	20.207182828	21.4125232697	-0.257747483253	17.6379156113
94.5490000248	22.7799816132	20.2567433795	21.4958381653	-0.257718348503	17.6407527924
95.7179999352	23.3512649536	20.3558568258	21.6309776306	-0.257689380646	17.6401007175
96.8980000019	23.5832099915	20.4549600786	21.7818374634	-0.257681274414	17.6385545731
98.0709998608	23.4714012146	20.5292808401	21.8438415527	-0.257657504082	17.6400458813
99.2400000095	23.8760757446	20.5788248387	22.0141067505	-0.257627558708	17.6387751102
100.420000076	24.0109348297	20.677905225	22.1769428253	-0.257598423958	17.6388299465
101.592000008	24.1466960907	20.8017414614	22.3083057404	-0.257597064972	17.638156414
102.763999939	24.4588012695	20.9503240987	22.4516792297	-0.257564377785	17.6379156113
103.941999912	24.6600475311	21.0493665854	22.6052036285	-0.257556533813	17.641453743
105.134000063	24.8815689087	21.1236418462	22.756860733	-0.25756354332	17.6385545731
106.303999901	25.032907486	21.1979114551	22.9898433685	-0.257535791397	17.6374351978
107.473999977	25.0624294281	21.3711852738	23.1035461426	-0.257536745071	17.6377093792
108.655999899	25.5679645538	21.5196813086	23.3651123047	-0.257505297661	17.6401078701
109.826999903	25.6297531128	21.6681549042	23.5859642029	-0.257505297661	17.6366102695
110.997999907	26.0668125153	21.8166061241	23.8243198395	-0.257504463196	17.6370096207
112.177000046	26.1267299652	21.9650350313	24.0247631073	-0.257504343987	17.6393651962
113.349999905	26.3147678375	22.113441689	24.2556400299	-0.257504343987	17.6310122013
114.523999929	26.4926319122	22.2618261605	24.4624614716	-0.257505297661	17.6328802109
115.698999882	26.8215579987	22.4349134203	24.5612449646	-0.257511210442	17.6429855824
116.874000072	26.8970928192	22.5585287969	24.8390789032	-0.257533192635	17.635614872
118.039000034	27.2977275848	22.7809980044	25.094701767	-0.257532906532	17.6318085194
119.221999884	27.5720920563	22.9539955289	25.3622531891	-0.257563138008	17.6399421692
120.394999981	27.7819633484	23.1516706098	25.6592502594	-0.257595419884	17.6381218433
121.569999933	27.9733886719	23.3246045891	25.9229736328	-0.257610106468	17.6344335079
122.744999886	27.7028007507	23.5222073092	26.1359348297	-0.257628250122	17.6384174824
123.909999847	27.8970088959	23.6950782024	26.2087574005	-0.257655978203	17.640182972
125.073999882	28.3248634338	23.8679198124	26.4806423187	-0.257718491554	17.630853653
126.322000027	28.5778083801	24.0654173521	26.7008571625	-0.257747483253	17.6327359676
127.491999865	28.8159866333	24.3122359016	27.0020961761	-0.257809972763	17.6385617256
128.667999983	28.9217243195	24.4602986764	27.272851944	-0.257870149612	17.6377093792
129.842999935	29.0752544403	24.6823531279	27.5371017456	-0.257901883125	17.6348245144
131.036999941	29.3454875946	24.8796950093	27.7810344696	-0.257961630821	17.6356971264
132.200000048	29.252658844	25.0769995367	28.0120277405	-0.258021664619	17.6361644268
133.365999937	29.1883163452	25.2742668588	28.2107715607	-0.258080863953	17.6327633858
134.526000023	29.6983356476	25.4961483093	28.3340530396	-0.258143496513	17.6336359978
135.694999933	29.899520874	25.6933370636	28.556646347	-0.258204770088	17.6355528831
136.86500001	30.1713790894	25.84120451	28.7810401917	-0.258264255524	17.6338624954
138.030999899	30.3834953308	26.0629670664	29.0108966827	-0.258356833458	17.6316714287
139.21600008	30.5735301971	26.2846834748	29.222322464	-0.258445715904	17.6369678974
140.388999939	30.5138607025	26.5063539466	29.4484100342	-0.25848004818	17.6368510723
141.559000015	30.7047920227	26.654108845	29.6487216949	-0.258570432663	17.6330113411
142.739000082	30.5983161926	26.875703225	29.7451915741	-0.258631825447	17.6351952553
143.930999994	30.3724784851	27.023407591	29.9022750854	-0.258693647385	17.6316165924
145.105000019	31.0966472626	27.2449264656	30.0767879486	-0.258764815331	17.6353538036
146.280999899	31.1948184967	27.3925806901	30.2907524109	-0.258876609802	17.6351606846
147.460000038	31.6075820923	27.5894219712	30.4872322083	-0.258957123756	17.6352715492
148.647000074	31.8258228302	27.7862279387	30.7387466431	-0.259024691582	17.6363706589
149.815000057	31.9294281006	27.9584043084	30.9479923248	-0.259118247032	17.6286482811
150.987999916	32.1219367981	28.1551444618	31.0324134827	-0.259212470055	17.6392424107
152.167999983	31.8799171448	28.3518497271	31.2333393097	-0.259271144867	17.6351547241
153.361000061	32.0348548889	28.5239383316	31.4085483551	-0.259333777428	17.6314926147
154.553999901	32.2832489014	28.7205785806	31.5681362152	-0.259408354759	17.6327705383
155.726000071	32.7917785645	28.8680361431	31.7652950287	-0.259546542168	17.630469799
156.898000002	33.1004371643	29.0400455485	31.9780025482	-0.259636259079	17.6339662075
158.075999975	33.454788208	29.2365956482	32.1796646118	-0.259712767601	17.6325297356
159.261999846	33.5252685547	29.3839858535	32.3886299133	-0.259849572182	17.6407873631
160.427999973	33.798034668	29.5804764196	32.4546089172	-0.259910702705	17.6358139515
161.602999926	34.0634002686	29.8014878932	32.6515960693	-0.260003304482	17.6382315159
162.789999962	33.1050186157	29.9733562516	32.809173584	-0.26006166935	17.629878521
163.983999968	34.1027450562	30.1451989459	32.9740409851	-0.260151100159	17.6313686371
165.154999971	34.5134620667	30.3170160749	33.1544532776	-0.260242724419	17.63017416
166.333999872	34.7439117432	30.464267627	33.3513221741	-0.260337376595	17.6331067085
167.504999876	34.9093971252	30.6360375402	33.5444869995	-0.260457420349	17.6357936859
168.674999952	35.2211112976	30.8568474354	33.7257194519	-0.26054713726	17.6296722889
169.845999956	35.6021614075	30.9795016177	33.8419456482	-0.260624337196	17.6312184334
171.02699995	35.3837890625	31.2002469183	34.0039138794	-0.260700845718	17.6309156418
172.220999956	34.9916763306	31.3473875187	34.1740913391	-0.260808253288	17.6325237751
173.411999941	34.9011726379	31.494509845	34.3222885132	-0.260854959488	17.6357316971
174.662999868	35.186378479	31.6661295458	34.4805297852	-0.260943698883	17.6345908642
175.849999905	36.4780006409	31.8377245571	34.6606864929	-0.261066651344	17.6341998577
177.010999918	36.4990005493	31.9602773611	34.8481369019	-0.261155939102	17.6320290565
178.18599987	36.6815643311	32.1563358412	35.0620574951	-0.261250710487	17.6294529438
179.375999928	36.9307098389	32.3278608558	35.2311515808	-0.261341786385	17.6319670677
180.569999933	37.2099151611	32.4993615621	35.3243751526	-0.261463212967	17.6302492619
181.763000011	37.5601806641	32.6463428949	35.5135307312	-0.261525034904	17.632035017
182.955999851	36.1694068909	32.8177987192	35.6926078796	-0.261586165428	17.6296651363
184.149999857	37.0584640503	32.9402524495	35.8387718201	-0.261697983742	17.6319396496
185.342000008	37.9367790222	33.1116671467	36.0059242249	-0.261770653725	17.6364183426
186.513999939	38.2877349854	33.2830579871	36.1894798279	-0.261860752106	17.6343369484
187.690999985	38.2485389709	33.4544250694	36.4022293091	-0.261936855316	17.6371324062
188.866999865	38.5674972534	33.6012923053	36.6121902466	-0.262074232101	17.6266765594
190.036000013	38.803478241	33.7726155274	36.729927063	-0.262136459351	17.6262235641
191.210999966	38.7151184082	33.9439152736	36.9736022949	-0.262227797508	17.6346457005
192.388000011	37.7371101379	34.1151916425	37.1533508301	-0.262317347527	17.6272952557
193.576999903	37.4954338074	34.2864447329	37.3294143677	-0.262397861481	17.6349341869
194.747999907	39.4246139526	34.433214643	37.4799194336	-0.262494564056	17.6374149323
195.924000025	39.2270050049	34.6533377129	37.6568374634	-0.262545800209	17.6331961155
197.099999905	39.5830154419	34.7756118878	37.8674812317	-0.262651443481	17.6341927052
198.273000002	39.8351516724	34.9467761141	38.0944786072	-0.262725758553	17.6323795319
199.441999912	39.9516525269	35.1179175412	38.213886261	-0.262805557251	17.6317954063
200.621999979	39.5675392151	35.3134799528	38.4362678528	-0.262896490097	17.630751133
201.789999962	39.9352684021	35.4601323926	38.5993766785	-0.262986326218	17.6317882538
202.958999872	38.7060012817	35.6312060143	38.7916145325	-0.263047599792	17.6285040379
204.144000053	38.4854888916	35.8266912965	38.9482879639	-0.2631077528	17.6273989677
205.336999893	40.1127166748	35.9488548033	39.1158752441	-0.263200616837	17.6317191124
206.507999897	40.5284919739	36.119864674	39.3389892578	-0.263323020935	17.6287174225
207.750999928	40.4457168579	36.315277443	39.5675163269	-0.263384819031	17.6313626766
208.930999994	40.409324646	36.486240029	39.6667404175	-0.263477277756	17.6296031475
210.108999968	40.8086166382	36.6571807038	39.8833732605	-0.263598704338	17.6322138309
211.30099988	40.960483551	36.8525147715	40.0844955444	-0.263689088821	17.6331007481
212.493999958	39.3790740967	37.0234088259	40.2601089478	-0.26375105381	17.6299262047
213.68599987	39.7395858765	37.1942812792	40.4156723022	-0.263842391968	17.6329421997
214.856999874	40.6521873474	37.316319861	40.5684890747	-0.263902139664	17.6316511631
216.03399992	41.5549964905	37.4871555132	40.7813224792	-0.2639929533	17.6314723492
217.211999893	42.0174980164	37.7067700185	41.004108429	-0.264084982872	17.6315963268
218.40199995	42.1219673157	37.8775570535	41.1368560791	-0.264238286018	17.6314723492
219.59100008	42.0238571167	38.0727163957	41.3341217041	-0.264298582077	17.6331067085
220.75	42.1582984924	38.2434583201	41.5322570801	-0.26439268589	17.6296651363
221.930000067	42.8538970947	38.4141793479	41.7031021118	-0.264513278008	17.6318848133
223.115999937	40.8368148804	38.5848795776	41.8512191772	-0.264573454857	17.6214694977
224.307999849	41.5168304443	38.7311775815	41.9993095398	-0.264621114731	17.6216208935
225.478999853	43.413898468	38.8774604398	42.1982460022	-0.264696955681	17.6327562332
226.659999847	43.7142219543	39.0724807984	42.40442276	-0.264850115776	17.6365768909
227.832000017	43.7468795776	39.243101731	42.5206718445	-0.264941048622	17.6367759705
229.023999929	44.3753890991	39.438072208	42.7594718933	-0.265031290054	17.6366245747
230.217000008	44.6328620911	39.6330162931	42.9528388977	-0.265128684044	17.6304554939
231.409999847	44.7271385193	39.7792071258	43.1915588379	-0.265243792534	17.629314661
232.596999884	42.8766174316	39.9497445219	43.3630828857	-0.265319490433	17.6244449615
233.764999866	43.339515686	40.1202620074	43.519153595	-0.265366458893	17.6267182827
234.928999901	44.849521637	40.3151148801	43.71875	-0.265486931801	17.6322829723
236.180999994	45.5336418152	40.4612376416	43.9337387085	-0.265576505661	17.634563446
237.374000072	45.7519493103	40.6560455843	44.1641082764	-0.265678977966	17.6290607452
238.545000076	45.1757850647	40.8264816342	44.2475318909	-0.265800666809	17.6324748993
239.714999914	46.0281639099	40.9725542298	44.5141067505	-0.265891623497	17.6288199425
240.894999981	46.2699241638	41.19163653	44.7108230591	-0.265992569923	17.634344101
242.059999943	45.9222297668	41.386349712	44.929271698	-0.266074872017	17.6307582855
243.23300004	44.5358963013	41.5567032991	45.1204833984	-0.266166615486	17.6299881935
244.417999983	44.7915344238	41.6783728061	45.2926521301	-0.266226387024	17.6291370392
245.583999872	46.5071144104	41.8243634823	45.4983062744	-0.266317868233	17.6309084892
246.746000051	46.8067092896	42.0189962126	45.7084579468	-0.266394782066	17.6278448105
247.914000034	46.5677642822	42.2379288263	45.8352622986	-0.266530632973	17.626183033
249.085000038	46.9677886963	42.4081884957	46.095161438	-0.266622114182	17.6248776913
250.267999887	47.3514060974	42.6027483428	46.3133621216	-0.266700696945	17.6323926449
251.454999924	47.7502975464	42.7972841898	46.5713691711	-0.266776394844	17.6263546944
252.626999855	45.4050331116	43.0161085134	46.7514839172	-0.266880369186	17.6292192936
253.869999886	45.7311477661	43.1619747276	46.9641647339	-0.266928577423	17.6264023781
255.042000055	47.6580657959	43.3321352202	47.1415138245	-0.267001247406	17.630751133
256.23300004	47.6906280518	43.5265823776	47.3758277893	-0.267125296593	17.6242589951
257.424999952	48.5811843872	43.7210062339	47.4907073975	-0.267209911346	17.6241219044
258.67599988	47.9004325867	43.8911081098	47.7104873657	-0.267294931412	17.6277077198
259.845999956	47.9275588989	44.109784632	47.9636993408	-0.267416787148	17.6221084595
261.023000002	48.0694999695	44.2798463587	48.1653137207	-0.26750702858	17.6268899441
262.203999996	46.2970924377	44.4741813132	48.347026825	-0.267568850517	17.6305854321
263.398000002	46.2029342651	44.6927811498	48.5260009766	-0.267660474777	17.6265120506
264.582999945	46.499874115	44.8142132301	48.6796417236	-0.267721605301	17.6280033588
265.753000021	48.7872238159	45.0327690213	48.8802680969	-0.26781129837	17.6281821728
266.917999983	48.9155387878	45.1541767727	49.10887146	-0.267877364159	17.6277148724
268.098999977	49.7755317688	45.3969664495	49.2037353516	-0.268013238907	17.6289784908
269.263999939	48.8866195679	45.5668988601	49.4602851868	-0.268102526665	17.6308608055
270.434000015	50.0048828125	45.7610869385	49.6635055542	-0.268179988861	17.6279819012
271.603999853	49.7141189575	45.9067138083	49.854057312	-0.268240571022	17.6270890236
272.776000023	47.5051879883	46.1251314579	50.0337524414	-0.2683396101	17.6291573048
274.013999939	48.0685958862	46.2949931745	50.2025871277	-0.268420934677	17.6269173622
275.184999943	49.8983459473	46.4405760063	50.3768196106	-0.268482470512	17.6294457912
276.351999998	50.8218269348	46.6104076509	50.5880432129	-0.268603205681	17.6299607754
277.532999992	51.5815010071	46.7802232437	50.6891326904	-0.268678355217	17.6268827915
278.703999996	50.8128051758	46.9742786778	50.8840637207	-0.268754172325	17.624925375
279.875999928	51.6581726074	47.1440602053	51.0997161865	-0.268845534325	17.6274323463
281.056999922	52.2317085266	47.3623276229	51.2765579224	-0.268966674805	17.6266157627
282.247999907	49.1974411011	47.556321428	51.4533691406	-0.26903014183	17.6249396801
283.414999962	50.0554504395	47.6775572641	51.5904960632	-0.269087839127	17.6226234436
284.582000017	50.8615455627	47.8957619511	51.7438278198	-0.26914896965	17.6311218739
285.770999908	52.5409545898	47.9927336779	51.8349304199	-0.269241976738	17.6295137405
286.963000059	52.9961204529	48.1624222287	52.0468597412	-0.269333314896	17.6244723797
288.128999949	53.5142555237	48.380570973	52.2542381287	-0.269394993782	17.623077631
289.29399991	53.5196647644	48.5502250364	52.431854248	-0.269519042969	17.6237785816
290.486000061	52.8330078125	48.7198641733	52.6067390442	-0.269610643387	17.6268351078
291.677999973	53.0006446838	48.8894884822	52.7563667297	-0.269671368599	17.6254546642
292.871999979	52.0432815552	49.0833268046	52.9474525452	-0.269731402397	17.6232349873
294.045000076	51.6464881897	49.1802387971	53.0745277405	-0.269792795181	17.6207828522
295.210000038	54.980381012	49.3498233544	53.1664466858	-0.269883179665	17.6232624054
296.392999887	55.2207107544	49.2012565993	53.3259468079	-0.269943904877	17.622218132
297.579999924	54.3816680908	49.346382869	53.5331726074	-0.270038962364	17.6257503033
298.739000082	55.4097328186	49.5398791559	53.7259750366	-0.270128941536	17.6244997978
299.917000055	54.8984794617	49.7091834446	53.9268493652	-0.270191287994	17.6234412193
301.106999874	55.1154174805	49.8542977983	54.110584259	-0.270249819756	17.6274812222
302.299999952	52.7113838196	50.0235937549	54.2961044312	-0.270342135429	17.6249051094
303.493000031	52.7780990601	50.1687011114	54.4437980652	-0.270370554924	17.6227402687
304.68599987	52.4572067261	50.3621727247	54.6067771912	-0.270430183411	17.625399828
305.85800004	56.1700630188	50.5072728669	54.649974823	-0.270524001122	17.6219296455
307.032000065	56.432723999	50.6765525907	54.8660469055	-0.270584845543	17.6219582558
308.207999945	55.3728408813	50.8216463297	55.0613822937	-0.270661354065	17.6234281063
309.401000023	55.5555343628	50.9667372087	55.3053092957	-0.270726060867	17.6216900349
310.575000048	56.747543335	51.1843682957	55.5348167419	-0.270830464363	17.6242446899
311.743000031	57.0559921265	51.3778130244	55.7147827148	-0.270890069008	17.6234412193
312.922999859	53.2305183411	51.5470733194	55.9226379395	-0.270920157433	17.6240122318
314.115999937	53.8899879456	51.6437919158	55.9802207947	-0.270982241631	17.619086504
315.287999868	55.1316642761	51.8614046833	56.1538581848	-0.271059727669	17.6173758507
316.468999863	56.6315231323	51.9581196979	56.3508529663	-0.271103954315	17.6210165024
317.645999908	55.6743202209	52.175724612	56.5640144348	-0.271164679527	17.6201367378
318.829999924	55.8641700745	52.3207916553	56.7969398499	-0.271255326271	17.6180899143
320.023000002	55.8425750732	52.5383880154	56.9938774109	-0.271317982674	17.6225483418
321.194999933	56.6863670349	52.7318029049	57.191696167	-0.271407818794	17.6233315468
322.375999928	53.80078125	52.8768616265	57.4128684998	-0.271437621117	17.6212084293
323.555000067	53.7521324158	53.0219183153	57.4829826355	-0.271501231194	17.6219439507
324.739000082	54.5518760681	53.1669730278	57.6798782349	-0.271546554565	17.6209747791
325.931999922	56.5964241028	53.4087266436	57.8560562134	-0.271619343758	17.6233589649
327.125	56.3193855286	53.5537763615	58.0618743896	-0.271682667732	17.6205694675
328.315999985	58.1823425293	53.6988243089	58.27576828	-0.27177362442	17.6227200031
329.50999999	57.4138069153	53.8922189142	58.5103034973	-0.271834611893	17.6229190826
330.75999999	57.1009178162	54.0856106021	58.7313346863	-0.271895194054	17.6211678982
331.921000004	57.0541610718	54.278999503	58.9164123535	-0.271987485886	17.6203370094
333.086999893	55.0911102295	54.4240394279	59.0790290833	-0.272016620636	17.6218891144
334.280999899	55.3422317505	54.6174237636	59.153591156	-0.272074580193	17.6240801811
335.473999977	57.7671012878	54.7624604125	59.3287467957	-0.272139978409	17.6208996773
336.647000074	59.5578308105	54.9558405766	59.5093002319	-0.272189426422	17.6125466824
337.816999912	59.7374610901	55.1008742435	59.7203521729	-0.272262358665	17.6250076294
338.996000051	58.9982223511	55.294250626	59.9619293213	-0.272338056564	17.5930571556
340.190000057	59.0053977966	55.4876250213	60.1558876038	-0.27245426178	17.6218616962
341.382999897	60.2609939575	55.6084830649	60.3372650146	-0.272533798218	17.6747310162
342.573999882	56.5136604309	55.8743683511	60.4979782104	-0.272484493256	17.6551103592
343.747999907	59.097038269	56.019395383	60.6488113403	-0.27264945507	17.6345229149
344.924999952	58.4474449158	56.1402505875	60.7188301086	-0.272656750679	17.6476299763
346.096999884	59.4689292908	56.3094469332	60.8741378784	-0.272652888298	17.6337182522
347.289000034	60.2538223267	56.4786422557	61.0079116821	-0.2727175951	17.6099014282
348.48300004	60.9505081177	56.5753248692	61.085105896	-0.272779965401	17.6311838627
349.674999952	58.7871246338	56.6961777269	61.1640968323	-0.2728110075	17.6154518127
350.866999865	59.5147666931	56.7686892346	61.2179603577	-0.272861552238	17.6080667973
352.06099987	60.9729804993	56.8653710168	61.2628479004	-0.272885727882	17.6206660271
353.253999949	60.6219863892	56.962052552	61.2978553772	-0.272927069664	17.6137900352
354.427000046	60.9101371765	57.0103932316	61.3068389893	-0.272935461998	17.6169633865
355.598999977	60.489112854	57.0587338552	61.2915840149	-0.272962522507	17.6173889637
356.774999857	58.7251701355	57.1070744245	61.2942848206	-0.272992181778	17.618522644
357.970000029	59.5399589539	57.1312446894	61.2583961487	-0.273011016846	17.6149988174
359.161999941	60.1793708801	57.2037554078	61.2126121521	-0.273007440567	17.620164156
360.355000019	60.5439224243	57.2037554078	61.1919898987	-0.273024606705	17.6211535931
361.546999931	58.4107131958	57.1312446894	61.1489105225	-0.273054409027	17.6148402691
362.796999931	60.3437004089	57.2279256227	61.060043335	-0.273053860664	17.6224935055
363.99000001	59.5786018372	57.1554149414	60.9729728699	-0.273084211349	17.6251316071
365.182999849	57.7627029419	57.1312446894	60.8787155151	-0.273084640503	17.6199030876
366.375	57.5811233521	57.1312446894	60.8607826233	-0.273082709312	17.6205289364
367.625	58.239074707	57.0829041465	60.7764205933	-0.273114585876	17.6215660572
368.816999912	59.23462677	57.0345635503	60.7082023621	-0.27311360836	17.6188874245
370.010999918	57.4184417725	56.9862228989	60.6067504883	-0.2731133461	17.6196014881
371.203000069	57.8571243286	56.9378821905	60.4801597595	-0.273144388199	17.6241493225
372.395999908	57.5424995422	56.8895414231	60.384098053	-0.273143148422	17.6186668873
373.588000059	58.2346115112	56.7928597042	60.2682762146	-0.273144102097	17.6210093498
374.782999992	56.671207428	56.7445187488	60.1659164429	-0.273159360886	17.6219916344
375.976000071	57.9191627502	56.7203482463	60.0500831604	-0.273173499107	17.6217448711
